subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree
721650,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded",72,"Iron or non-alloy steel, angles, shapes and sections",Iron and steel,7216,D4,2.0,Primary Processed,0.006873805679182356,0.030592648925019384,0.014919398651241391,0.9317019172307022,0.01591222951385466,4,Manufactured Component,0.2084,False
721730,"Iron or non-alloy steel: wire, plated or coated with base metals (other than zinc)",72,Wire of iron or non-alloy steel,Iron and steel,7217,D4,2.0,Primary Processed,0.04618315390090802,0.02136046249166045,0.05341973145786723,0.83653598868002,0.04250066346954431,4,Manufactured Component,0.4127,False
721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)",72,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, clad, plated or coated",Iron and steel,7212,D4,2.0,Primary Processed,0.025910618748911422,0.013915764686307485,0.02689659509422612,0.9119631987796425,0.021313822690912438,4,Manufactured Component,0.2594,False
720927,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",72,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, cold-rolled (cold-reduced), not clad, plated or coated",Iron and steel,7209,D4,2.0,Primary Processed,0.016971376646733226,0.031017908523759862,0.01793011926880706,0.9023063636613485,0.03177423189935137,4,Manufactured Component,0.2804,False
721632,"Iron or non-alloy steel: I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",72,"Iron or non-alloy steel, angles, shapes and sections",Iron and steel,7216,D4,2.0,Primary Processed,0.005329494898803912,0.017622074661994377,0.026631086943217596,0.9384515778383927,0.011965765657591398,4,Manufactured Component,0.1915,False
720529,"Iron or steel, pig iron, spiegeleisen: powders (excluding alloy steel)",72,"Granules and powders, of pig iron, spiegeleisen, iron or steel",Iron and steel,7205,D4,2.0,Primary Processed,0.10422564926491325,0.06655885949851358,0.05149902718329027,0.7162286559168772,0.061487808136405704,4,Manufactured Component,0.6085,False
721699,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216",72,"Iron or non-alloy steel, angles, shapes and sections",Iron and steel,7216,D4,2.0,Primary Processed,0.013068632624358756,0.021386553259339424,0.016794834802140994,0.9256768511117772,0.023073128202383622,4,Manufactured Component,0.2274,False
721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process",72,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils",Iron and steel,7213,D4,2.0,Primary Processed,0.0042654883339424965,0.00803291091856344,0.00970212976388802,0.9704868075908696,0.0075126633927364165,4,Manufactured Component,0.1074,False
721691,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products",72,"Iron or non-alloy steel, angles, shapes and sections",Iron and steel,7216,D4,2.0,Primary Processed,0.009643178558912594,0.018475294354049602,0.019666688773160468,0.9208631635569821,0.03135167475689524,4,Manufactured Component,0.2363,False
721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217",72,Wire of iron or non-alloy steel,Iron and steel,7217,D4,2.0,Primary Processed,0.031456179213758276,0.03744591316329137,0.028695921703519187,0.8598880575622307,0.042513928357200435,4,Manufactured Component,0.3714,False
720390,"Ferrous products: spongy ferrous products and iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms",72,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",Iron and steel,7203,D4,2.0,Primary Processed,0.028644903752101547,0.03212456158290765,0.034468193955406685,0.8408964009188571,0.06386593979072708,4,Manufactured Component,0.4037,False
720838,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm",72,"Iron or non-alloy steel; flat-rolled products of a width of 600mm or more, hot-rolled, not clad, plated or coated",Iron and steel,7208,D4,2.0,Primary Processed,0.0066107664780159356,0.01700006348360738,0.012773087137698208,0.9372791058125517,0.026336977088126743,4,Manufactured Component,0.1955,False
720292,Ferro-alloys: ferro-vanadium,72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.05333913669009593,0.06605354917974003,0.07546145721954522,0.6172588078503656,0.18788704906025322,4,Manufactured Component,0.71,False
721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys",72,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated",Iron and steel,7210,D4,2.0,Primary Processed,0.01903605221669975,0.03263293860574425,0.04457076514407717,0.8500441671336768,0.053716076899802026,4,Manufactured Component,0.3858,False
720441,"Ferrous waste and scrap: turnings, shavings, chips, milling waste, sawdust, fillings, trimmings and stampings, whether or not in bundles",72,Ferrous waste and scrap; remelting scrap ingots of iron or steel,Iron and steel,7204,D4,2.0,Primary Processed,0.22405401051446874,0.12364280399999052,0.043492633364545806,0.550934236566293,0.05787631555470195,4,Manufactured Component,0.7601,False
720690,Iron or non-alloy steel: primary forms (excluding ingots and iron of heading no. 7203),72,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading no. 7203),Iron and steel,7206,D4,2.0,Primary Processed,0.03342021616764286,0.038248848027553975,0.032230671375130596,0.8585987059079159,0.037501558521756684,4,Manufactured Component,0.3748,False
722211,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.012433838648426648,0.04584674768807118,0.031737795986843044,0.877092274889308,0.032889342787351165,4,Manufactured Component,0.331,False
720916,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",72,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, cold-rolled (cold-reduced), not clad, plated or coated",Iron and steel,7209,D4,2.0,Primary Processed,0.006600933925572003,0.011457308734389106,0.022456792308080953,0.9372302138527164,0.022254751179241514,4,Manufactured Component,0.1957,False
722840,"Steel, alloy: bars and rods, forged",72,"Alloy steel bars, rods, shapes and sections; hollow drill bars and rods, of alloy or non-alloy steel",Iron and steel,7228,D4,2.0,Primary Processed,0.0577894232829961,0.07415091604697398,0.0722914672937969,0.7532580698072426,0.042510123568990345,4,Manufactured Component,0.5563,False
720293,Ferro-alloys: ferro-niobium,72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.06637628277575548,0.09088378264183129,0.06282556708416988,0.5968496114485023,0.18306475604974096,4,Manufactured Component,0.7398,False
721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin",72,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, clad, plated or coated",Iron and steel,7212,D4,2.0,Primary Processed,0.017932485455042023,0.013483110564144132,0.028627110111953503,0.9224030799716137,0.01755421389724661,4,Manufactured Component,0.2345,False
720310,"Ferrous products: obtained by direct reduction of iron ore, in lumps, pellets or similar forms",72,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",Iron and steel,7203,D4,2.0,Primary Processed,0.030657189687446143,0.13672351327823426,0.054633611640572115,0.7039227819471515,0.07406290344659598,4,Manufactured Component,0.6074,False
720270,Ferro-alloys: ferro-molybdenum,72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.06759761565641656,0.08444392114881209,0.06294019098235876,0.6483597320673049,0.13665854014510764,4,Manufactured Component,0.6945,False
720249,"Ferro-alloys: ferro-chromium, containing by weight 4% or less of carbon",72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.017577559083282186,0.017596168771314785,0.02542876313307813,0.8362969911898858,0.10310051782243919,4,Manufactured Component,0.3848,False
722219,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.011517589976178053,0.08401025878643761,0.04118251451020603,0.8252962277753068,0.03799340895187152,4,Manufactured Component,0.4185,False
721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm",72,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, not clad, plated or coated",Iron and steel,7211,D4,2.0,Primary Processed,0.009417498035321378,0.013865294645159697,0.017591358132217728,0.9389632825208647,0.020162566666436538,4,Manufactured Component,0.194,False
722240,"Steel, stainless: angles, shapes and sections",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.0745339313556706,0.16465426858772136,0.07040443218943154,0.6078779056081332,0.08252946225904328,4,Manufactured Component,0.7368,False
721012,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm",72,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated",Iron and steel,7210,D4,2.0,Primary Processed,0.011711251306930825,0.010833234818804832,0.022476563837211905,0.9382139101700889,0.01676503986696355,4,Manufactured Component,0.1956,False
730459,"Steel, alloy (not stainless steel): (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.05155781199547343,0.12405466981537658,0.027990737631399424,0.748024565057339,0.048372215500411514,4,Manufactured Component,0.544,False
730729,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",73,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",Iron or steel articles,7307,D4,3.0,Fabricated Material,0.013751354375884407,0.06026307255617691,0.03539126818011556,0.8389373013139658,0.05165700357385733,4,Manufactured Component,0.4019,False
730690,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",73,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",Iron or steel articles,7306,D4,3.0,Fabricated Material,0.11530723450902931,0.12734072764267437,0.03846987967363683,0.6803763368978131,0.038505821276846465,4,Manufactured Component,0.6364,False
731589,"Chain: n.e.c. in heading no. 7315, of iron or steel",73,"Chain and parts thereof, of iron or steel",Iron or steel articles,7315,D4,3.0,Fabricated Material,0.03888307135194594,0.10072425522345813,0.03653571400818018,0.7676125021356156,0.05624445728080016,4,Manufactured Component,0.5239,False
731010,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l",73,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), of iron or steel, capacity not exceeding 300l, whether or not lined or heat-insulated",Iron or steel articles,7310,D4,3.0,Fabricated Material,0.08652385517635618,0.15959579109242092,0.1767932663141176,0.3017554052566455,0.2753316821604598,4,Manufactured Component,0.9492,False
731824,Iron or steel: non-threaded cotters and cotter-pins,73,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",Iron or steel articles,7318,D4,3.0,Fabricated Material,0.10933591140303246,0.2003801263769683,0.06733033630508052,0.5737963169195719,0.049157308995346864,4,Manufactured Component,0.7534,False
731100,"Containers for compressed or liquefied gas, of iron or steel",73,"Containers for compressed or liquefied gas, of iron or steel",Iron or steel articles,7311,D4,3.0,Fabricated Material,0.025376457626460278,0.07148557874751993,0.11058523464729922,0.6807435725601629,0.11180915641855763,4,Manufactured Component,0.6413,False
732620,Iron or steel: wire articles,73,"Iron or steel; articles, n.e.c. in chapter 73",Iron or steel articles,7326,D4,3.0,Fabricated Material,0.08476719942117333,0.2400220912693285,0.07652976306878206,0.5306756456891026,0.06800530055161341,4,Manufactured Component,0.7875,False
732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",73,"Iron or steel; articles, n.e.c. in chapter 73",Iron or steel articles,7326,D4,3.0,Fabricated Material,0.3132937342972548,0.03511753779709681,0.008473999111628135,0.6177346884736562,0.02538004032036406,4,Manufactured Component,0.5669,False
730240,"Iron or steel, railway or tramway track construction material: fish-plates and sole plates",73,"Railway or tramway track constructions of iron or steel; rails, check and track rails, switch blades, crossing frogs, point rods, sleepers, fish-plates, chair wedges, sole plates, bedplates, ties and the like",Iron or steel articles,7302,D4,3.0,Fabricated Material,0.03515195659952096,0.03545156678116013,0.013915663777670976,0.8966298223399558,0.018850990501692092,4,Manufactured Component,0.2909,False
730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",73,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",Iron or steel articles,7306,D4,3.0,Fabricated Material,0.00798871335805484,0.010130869745562938,0.01625656084421985,0.9579022734717011,0.007721582580461314,4,Manufactured Component,0.1434,False
732182,"Domestic appliances: non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",73,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron or steel articles,7321,D4,3.0,Fabricated Material,0.043903135708148376,0.05993004508759541,0.07213327576866117,0.7475315455047925,0.07650199793080253,4,Manufactured Component,0.5652,False
730792,"Iron or steel: tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",73,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",Iron or steel articles,7307,D4,3.0,Fabricated Material,0.025338270783258836,0.03692493091402807,0.03669937204459925,0.8746009771845907,0.02643644907352313,4,Manufactured Component,0.3414,False
732020,Iron or steel: helical springs and leaves for springs,73,"Springs and leaves for springs, of iron or steel",Iron or steel articles,7320,D4,3.0,Fabricated Material,0.05200255188359218,0.032271316095435716,0.06538222326096567,0.8134933538321665,0.036850554927839965,4,Manufactured Component,0.4551,False
730490,"Iron or steel (excluding cast iron): seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.02682760559112358,0.04108312748977799,0.04020465932900827,0.795246605548523,0.09663800204156713,4,Manufactured Component,0.4756,False
731590,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",73,"Chain and parts thereof, of iron or steel",Iron or steel articles,7315,D4,3.0,Fabricated Material,0.043486788058899564,0.0801893681252493,0.03990231007519532,0.7773356292893061,0.05908590445134967,4,Manufactured Component,0.5158,False
730423,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.0193001034032565,0.03108150174187312,0.034112610304124026,0.8506441211399897,0.0648616634107567,4,Manufactured Component,0.3817,False
732181,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",73,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron or steel articles,7321,D4,3.0,Fabricated Material,0.030302006412647593,0.04850285446081846,0.0751653007213179,0.7620752368635472,0.08395460154166891,4,Manufactured Component,0.5358,False
730424,"Steel, stainless: seamless, casing and tubing, of a kind used in drilling for oil or gas",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.01836582767041265,0.03370229780609969,0.07075542706185371,0.7776272617747673,0.0995491856868667,4,Manufactured Component,0.4973,False
732410,"Steel: sinks and wash basins, of stainless steel",73,"Sanitary ware and parts thereof, of iron or steel",Iron or steel articles,7324,D4,3.0,Fabricated Material,0.058984766546920565,0.14460871844349954,0.101258551678461,0.6133087163174764,0.08183924701364251,4,Manufactured Component,0.7351,False
730810,"Iron or steel: structures and parts thereof, bridges and bridge-sections",73,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",Iron or steel articles,7308,D4,3.0,Fabricated Material,0.04388053666188713,0.11419079325134911,0.05738412897232031,0.744246176508298,0.04029836460614542,4,Manufactured Component,0.5581,False
731600,"Iron or steel: anchors, grapnels and parts thereof",73,"Anchors, grapnels and parts thereof, of iron or steel",Iron or steel articles,7316,D4,3.0,Fabricated Material,0.08511989341736118,0.17503340085881275,0.08342885753511636,0.5985610328989952,0.057856815289714536,4,Manufactured Component,0.7419,False
821195,Knives: with handles of base metal,82,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8211,D4,4.0,Manufactured Component,0.0593682354202472,0.03526419629191548,0.04347509712641661,0.7980364830106448,0.06385598815077592,4,Manufactured Component,0.4832,True
821420,Manicure or pedicure sets and instruments: (including nail files),82,"Cutlery; other articles, (e.g. hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives), manicure or pedicure sets and instruments (including nail files)","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8214,D4,4.0,Manufactured Component,0.10606527802639952,0.17280627069501298,0.20917780142327255,0.11978917359363318,0.39216147626168174,5,Assembled/Finished,0.9257,False
820110,"Tools, hand: spades and shovels",82,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,D4,4.0,Manufactured Component,0.26589895681509895,0.2412227667015744,0.113356231104535,0.20875730709210893,0.17076473828668273,1,Raw/Unprocessed,0.9761,False
820890,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208",82,"Knives and cutting blades, for machines or for mechanical appliances","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8208,D4,4.0,Manufactured Component,0.022784285671716288,0.04673551482587149,0.039191172256901344,0.8251439486657074,0.06614507857980353,4,Manufactured Component,0.4315,True
820190,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201",82,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,D4,4.0,Manufactured Component,0.0824176134480248,0.22169861359138887,0.09600057423119054,0.23887706092574157,0.3610061378036542,5,Assembled/Finished,0.9162,False
820760,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching",82,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8207,D4,4.0,Manufactured Component,0.03359665846812198,0.3090660687188085,0.13695149633852752,0.06933145483327861,0.4510543216412634,5,Assembled/Finished,0.8036,False
820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools",82,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,D4,4.0,Manufactured Component,0.11201959598020622,0.12462570239695081,0.15951580942759344,0.4045316188514616,0.19930727334378795,4,Manufactured Component,0.9228,True
820299,"Tools, hand: saw blades n.e.c. in heading no. 8202",82,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless saw blades)","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,D4,4.0,Manufactured Component,0.049114733751435824,0.09969199411685767,0.060383077485922435,0.711145338747109,0.07966485589867511,4,Manufactured Component,0.6159,True
820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",82,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8205,D4,4.0,Manufactured Component,0.058887843046685054,0.05129219543921695,0.11031126929555676,0.7049423306585089,0.07456636156003232,4,Manufactured Component,0.6228,True
821520,"Cutlery: sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",82,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8215,D4,4.0,Manufactured Component,0.15205476158490142,0.10298767740362065,0.1686122155375038,0.20718319814913883,0.3691621473248353,5,Assembled/Finished,0.9411,False
821300,"Scissors: tailors' shears, similar shears and blades therefore",82,"Scissors; tailors' shears and similar shears, and blades therefore","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8213,D4,4.0,Manufactured Component,0.11311305904233018,0.06572367593695023,0.14347352835770472,0.46362891231032005,0.21406082435269483,4,Manufactured Component,0.8639,True
740710,"Copper: bars, rods and profiles, of refined copper",74,"Copper; bars, rods and profiles",Copper and articles thereof,7407,D4,2.0,Primary Processed,0.04069948196411133,0.07791116088628769,0.10576345771551132,0.6246866583824158,0.1509392410516739,4,Manufactured Component,0.7121,False
741300,"Copper: stranded wire, cables, plaited bands and the like, not electrically insulated",74,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",Copper and articles thereof,7413,D4,2.0,Primary Processed,0.03674226551472224,0.1574107823306348,0.048710185036413306,0.7382360545534704,0.018900712564759257,4,Manufactured Component,0.5335,False
741012,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",74,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",Copper and articles thereof,7410,D4,2.0,Primary Processed,0.06428219617464379,0.06027132869777563,0.05133932275099019,0.761974482311848,0.06213267006474249,4,Manufactured Component,0.5455,False
741810,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",74,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",Copper and articles thereof,7418,D4,2.0,Primary Processed,0.03537229985801037,0.043402655208606984,0.019897372457076443,0.8799165300986045,0.021411142377701697,4,Manufactured Component,0.3276,False
740819,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",74,Copper wire,Copper and articles thereof,7408,D4,2.0,Primary Processed,0.018078172646754133,0.025770446381607824,0.04798143747442006,0.7682274608620534,0.13994248263516457,4,Manufactured Component,0.491,False
741991,"Copper: cast, moulded, stamped or forged, but not further worked",74,Copper; articles thereof n.e.c. in chapter 74,Copper and articles thereof,7419,D4,2.0,Primary Processed,0.4180917449632506,0.030438540560078883,0.009675219673058427,0.5072281370074081,0.03456635779620401,4,Manufactured Component,0.6067,False
740939,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.05880336660732727,0.10983751386888284,0.03482932121070262,0.7496759668089161,0.04685383150417115,4,Manufactured Component,0.5502,False
740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.06971853000808731,0.05340008462966119,0.022007018104718484,0.824899556107786,0.02997481114974701,4,Manufactured Component,0.4288,False
741022,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",74,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",Copper and articles thereof,7410,D4,2.0,Primary Processed,0.03867451783829232,0.017207465581448787,0.06629885519081871,0.7936875859807547,0.08413157540868547,4,Manufactured Component,0.4767,False
810830,Titanium: waste and scrap,81,"Titanium; articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8108,D4,2.0,Primary Processed,0.1652152103574217,0.2509820777996039,0.07359509224888006,0.4349404605846141,0.07526715900948017,4,Manufactured Component,0.8657,False
811222,Chromium: waste and scrap,81,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8112,D4,2.0,Primary Processed,0.18437804027946564,0.2857819391193796,0.09854727899227672,0.3330734297458892,0.09821931186298882,4,Manufactured Component,0.9271,False
810820,"Titanium: unwrought, powders",81,"Titanium; articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8108,D4,2.0,Primary Processed,0.2239527983668983,0.24877899699822814,0.04991518668893585,0.27959003836221963,0.19776297958371802,4,Manufactured Component,0.9368,False
811252,Thallium: waste and scrap,81,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8112,D4,2.0,Primary Processed,0.22275512746706225,0.26313181927407325,0.07296614131432351,0.34406279492191094,0.09708411702263006,4,Manufactured Component,0.9136,False
810730,Cadmium: waste and scrap,81,,"Metals; n.e.c., cermets and articles thereof",8107,D4,2.0,Primary Processed,0.13106761872768402,0.262947142124176,0.08115413784980774,0.40942057967185974,0.11541052162647247,4,Manufactured Component,0.8924,False
